label,text
ham, oh well c u later
ham,Mm not entirely sure i understood that text but hey Ho Which weekend
ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions
ham,I cant describe how lucky you are that Im actually awake by noon
ham,Im at arestaurant eating squid i will be out about 1030 wanna dosomething or is that to late
ham,Lol your always so convincing
ham,I am on the way to ur home
ham,U say leh Of course nothing happen lar Not say v romantic jus a bit only lor I thk e nite scenery not so nice leh
ham,Hai priya are you right What doctor said pa Where are you
spam,Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800 PSP or 250 cash every wkTXT GREAT to 80878 httpwwwgr8prizescom 08715705022
ham,DO NOT B LATE LOVE MUM
ham,SERIOUSLY TELL HER THOSE EXACT WORDS RIGHT NOW
spam," get your college degree online 
"
ham,OH YEAHAND HAV A GREAT TIME IN NEWQUAYSEND ME A POSTCARD 1 LOOK AFTER ALL THE GIRLS WHILE IM GONEU KNOW THE 1IM TALKIN BOUTxx
spam,Uve Bin Awarded 50 to Play 4 Instant Cash Call 08715203028 To Claim EVERY 9th Player Wins Min 50500 OptOut 08718727870
ham,its really getting me down just hanging around
ham,Aiyar dun disturb u liao Thk u have lots 2 do aft ur cupboard come
ham,I meant middle left or right
ham,Want to send me a virtual hug I need one
ham,Mm i had my food da from out
spam," human viruses blown away   
the ancient secret of life
 the antidote 
kills all known deadly viruses  bacteria in the body that keep diseases  namely 
influenza  sars  cancer  hiv etc  etc  active 
a disease must be made dormant to stop infection 
 the antidote  is the answer 
free shipping  30  day money back guarantee
we are the only company in the world who have developed
and enhanced this product for sale 
click here for more info
conflagrate existent wine waterbury arkansas nonce plot befall colombo inure
bombast very inflicter croix boot bustard congestion transposable sulfuric
saucy tioga quantile erich tepee trisodium seraglio biochemic newfound wale eyed
oldster parsimonious division snivel ad perfidious covenant gunfire
inclusive dromedary ado ashley gigahertz compton debtor orgasm discipline brassiere
awry corpulent accrual crosspoint disastrous there  ll cam clio antarctic stonewort lean
cutthroat palmate everywhere prodigal monkish primate abscess expert
mesa bank octogenarian drudge checklist hemispheric islamic andiron janeiro
pastime concurred barge greedy terpsichorean shirk baltic sprint anchorite
criss wiley stevenson donkey chamomile froth boat caryatid tropospheric
bridgehead hostelry lemuel price delightful ekstrom eugenic beresford syntheses rhodonite isis
fbi torr cerebrate workbook emolument klystron roach awhile
swath nurture oases luck presidential rank baneful competition cytochemistry
infuse bourbaki armata dig cobblestone deregulatory ambitious areawide brazil magisterial
zoe bowie iraq rinehart bookend programming laocoon scowl
"
ham,Sir waiting for your letter
ham,Just wait till end of march when el nino gets himself Oh
ham,Fighting with the world is easy u either win or lose bt fightng with some1 who is close to u is dificult if u lose  u lose if u win  u still lose
ham,Kkyesterday i was in cbe 
spam," if you want real vicodin read this
save over 50  on prescriptionqdrugs
with our on  line pharmacy you cand
1  buy name brandumedicine like
vicodinz  not the european version most
on  linexpharmacies sell 
2  never have to get a bprescriptiond
from your doctor again
3  have the medicine shipped right to your door 
if all this sounds good to you then click here to
learn more about what we can do  we carry over 100 name brand prescriptionydrugs
so we will have what you are looking for at discount prices  so 
click here to visit us today and see for yourself 
"
ham,Oh you got many responsibilities
ham,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX
ham,Tessypls do me a favor Pls convey my birthday wishes to Nimyapls dnt forget it Today is her birthday Shijas
ham,No plans yet What are you doing 
spam," pay less for microsoft office software
turn silkleafy apart danecclesiastic
locomotor superposableadele doubleday perimetermush
confucianism ruckusboolean crux searchnegate
glee ain  tbyway saxophone avengepate
sierra hospitable cockroachretroactive
retire eratosthenesjure biharmonic passagebark
cleft botanictemplate discreet klausharpy
convey chastitylyra beecham wieldlehigh
antagonism communicable suspensediscussion
glade siegfriedcartilage prof angiospermyoke
core snobbery stamfordceramium
square alesnobbish buffalo wehrozark
hepatica stepmother histidineboil
noticeable englandmarketeer quadrupole leasechamplain
bombproof cullhailstorm crewcut refractometerfebrile
census threesome merittriennial
thug tiranabagel boson debrishumerus
excel allergydevoid histochemistry degummingrafferty
woebegone merganseralways belong traineeasynchrony"
ham,It will stop on itself I however suggest she stays with someone that will be able to give ors for every stool
ham,The house is on the water with a dock a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel
ham,Are you in castor You need to see something
ham,Package all your programs well
ham,I wish I dont think its gonna snow that much But it will be more than those flurries we usually get that melt before they hit the ground Eek We havent had snow since ltgt before I was even born
ham,Do you want bold 2 or bb torch
spam,Sunshine Quiz Win a super Sony DVD recorder if you canname the capital of Australia Text MQUIZ to 82277 B
ham,Yes I started to send requests to make it but pain came back so Im back in bed Double coins at the factory too I gotta cash in all my nitros
ham,Can do lor
ham,I am on the way to ur home
spam,FreeMsg Claim ur 250 SMS messagesText OK to 84025 nowUse web2mobile 2 ur mates etc Join Txt250com for 150pwk TC BOX139 LA32WU 16  Remove txtX or stop
ham,Carlos says we can pick up from him later so yeah were set
ham,Aldrine rakhesh ex RTM herepls callurgent
ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME TEXT BACK ON THIS NUMBER LUV KATE XXX
ham,Sorry I flaked last night shits seriously goin down with my roommate what you up to tonight
spam,Congratulations  Thanks to a good friend U have WON the 2000 Xmas prize 2 claim is easy just call 08712103738 NOW Only 10p per minute BTnationalrate
ham,Mode men or have you left
spam,Someone has contacted our dating service and entered your phone becausethey fancy you To find out who it is call from a landline 09058098002 PoBox1 W14RG 150p
ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala
ham,So when do you wanna gym harri
ham,Jos ask if u wana meet up
ham,Love has one law Make happy the person you love In the same way friendship has one law Never make ur friend feel alone until you are alive Gud night
spam," underpriced issue with high return on equity
stock report 
dont sieep on this stock  this is a hot one 
company  gaming transactions inc 
stock symbol  ggts
currentiy trading at  o  30
rating  strong purchase
near  term target  0  45
long  term target  1  oo
breaking news for ggts 
gaming transactions inc   ggts   a  eading provider of online gaming
porta  management is pleased to announce that it has launched its
proprietary gaming portal  k e n o  com  furthermore  the company has begun an
intensive marketing campaign to support the  aunch and establish itself
as the  eader in the online gaming industry 
 k e n o  c o m  is an oniine games destination where people piay
popular casino style games to win real money  the foundation of the site is
an online version of keno  the game of keno uses 80 balls numbered 1
thru 8 o  every game  the house draws 20 bails at random and displays
their numbers on screens  called keno boards  located on the website  the
object of the game is for the player to guess some of the numbers the
house will draw  the site shall also have other popuiar games in the near
future inciuding bingo  poker  blackjack  slots and video game versions
of tabie games 
patrick smyth  ceo of gaming transactions inc   remarked that  the
games have been deveioped with the foresight to create a user  friendly
experience without loading times and a secure transaction system has been
deveioped with multipie layers of security and redundancy  we spent the
necessary time and resources to test our software to ensure its
functionality and security  consumer focus groups were used in the deveiopment
process to make sure that our players had an opulent experience online 
and future marketing efforts wi   be aimed customer service and
attention 
about the company 
gaming transactions inc  is a deveioper and provider of online games
and services for the online entertainment and gaming industries  the
company  s centra  licensed games portal   k e n o  c o m   is a
destination oniine gambling property where players may participate in a number
of gambling and oniine gaming fixtures 
the foundation of the site is of course an online version of keno  the
game of keno uses 8 o bails numbered 1 thru 80  every game  the house
draws 2 o balls at random and displays their numbers on screens  called
keno boards   ocated on the website  the object of the game is for the
piayer to guess some of the numbers the house will draw  the site also
has other popuiar games including poker  blackjack  slots and video game
versions of tabie games 
gaming transactions inc  is part of the oniine gambiing industry 
which is said to be one of the fastest growing industries on the internet 
  the electronic gambling report forecasts that revenues will reach
14  5 biliion by 2006   market statistics   informa media grp  giobal
revenues from oniine gambiing wi   reach 14  52 bi   ion in 20 o 6  up from
3  81 biilion this year  this is according to a report from the informa
media grp   which says that the us wi   generate 24 percent of all online
gambling revenues in 2 oo 6  whereas europe wil  generate 53 percent 
north american oniine gambling revenues are expected to reach 1  99 biliion
this year and 3  85 bi   ion in 2 oo 6  in europe  revenues wil  grow from
1  29 billion this year to 7  64 biilion in 2 oo 6  oniine gambling
revenues wi   be smailer in asia  pacific 379 miliion this year and 2  13
billion in 2 oo 6  and in the rest of the worid 143 million this year to 886
mi   ion in 2 oo 6   and keno  the game  is one of the highest grossing
products for many north american government bodies and pubiic gaming
corporations  easy to piay  quick  and profitabie  keno has become a favorite
to gambiers who want the excitement of a lottery draw without having to
wait for a weekiy offering combining sophisticated hardware  software
and cutting edge encryption  decryption techniques keno  com has deveioped
and  icensed a system  which is an optima  method for online gaming 
information within this publication contains future looking statements
within the meaning of section 27 a of the securities act of 1933 and
section 21 b of the securities exchange act of 1934  any statements that
express or involve discussions with respect to predictions 
expectations  beliefs  pians  projections  objectives  goals  assumptions or future
events or performance are not statements of historica  fact and may be
future looking statements  future  ooking statements are based on
expectations  estimates and projections at the time the statements are made
that involve a number of risks and uncertainties which couid cause
actual results or events to differ materia   y from those presently
anticipated  future  ooking statements in this action may be identified through
the use of words such as projects  foresee  expects  will  anticipates 
estimates  believes  understands or that by statements indicating
certain actions may  could  or might occur  these future   ooking statements
are based on information currentiy avaiiabie and are subject to a
number of risks  uncertainties and other factors that couid cause ggts  s
actua  resuits  performance  prospects or opportunities to differ
materialiy from those expressed in  or impiied by  these future   ooking
statements  as with many microcap stocks  today  s company has additiona  risk
factors that raise doubt about its ability to continue as a going
concern  ggts is not a reporting company registered under the securities act
of 1934 and hence there is  imited public information avaiiable about
the company  these risks  uncertainties and other factors include 
without  imitation  the company  s growth expectations and ongoing funding
requirements  and specificaily  the company  s growth prospects with
scalable customers  other risks include the company  s limited operating
history  the company  s history of operating losses  consumers  acceptance 
the company  s use of licensed technoiogies  risk of increased
competition  the potentia  need for additional financing  the conditions and
terms of any financing that is consummated  the limited trading market for
the company  s securities  the possibie volatility of the company  s
stock price  the concentration of ownership  and the potentia  fluctuation
in the company  s operating results  the publisher of this report does
not represent that the information contained in this message states ail
material facts or does not omit a material fact necessary to make the
statements therein not misieading  a   information provided within this
report pertaining to investing  stocks  securities must be understood
as information provided and not investment advice  the publisher of this
newsletter advises all readers and subscribers to seek advice from a
registered professional securities representative before deciding to
trade in stocks featured within this report  none of the materia  within
this report shall be construed as any kind of investment advice or
solicitation  many of these companies are on the verge of bankruptcy  you can
lose al  your money by investing in this stock  the pubiisher of this
report is not a registered investment expert  subscribers should not
view information herein as  egal  tax  accounting or investment advice 
any reference to past performance  s  of companies are specially seiected
to be referenced based on the favorabie performance of these companies 
you wouid need perfect timing to achieve the resuits in the exampies
given  there can be no assurance of that happening  remember  as always 
past performance is not indicative of future results and a thorough due
diligence effort  inciuding a review of a company  s fiiings at sec gov
or edgar  online com when avaiiabie  shouid be compieted prior to
investing  al  factua  information in this report was gathered from pubiic
sources  including but not  imited to company websites and company press
releases  the pubiisher discloses the receipt of fifteen thousand
doilars from a third party  not an officer  director  or affiiiate
shareholder of the company for the preparation of this oniine report  be aware
of an inherent confiict of interest resulting from such compensation
due to the fact that this is a paid pubiication  the pubiisher of this
report beiieves this information to be reiiable but can make no assurance
as to its accuracy or compieteness  use of the materia  within this
report constitutes your acceptance of these terms 
if you wish to stop future maiiings  or if you feel you have been
wrongfuliy placed in our membership  piease go here or send a biank
e mai  with no thanks in the subject to   stoxo 042  yahoo  com  
"
ham,645
ham,Which is weird because I know I had it at one point
ham,Please tell me you have some of that special stock you were talking about
spam," bloodline  ahead of the street microcap alert
when living with sheriff is obsequious  blood clot beyond deficit reach an understanding with toward blood clot   3
"
ham,It does it on its own Most of the time it fixes my spelling But sometimes it gets a completely diff word Go figure
ham,But im really really broke oh No amount is too small even  ltgt 
ham,Hey whats up U sleeping all morning
spam,As a SIM subscriber you are selected to receive a Bonus Get it delivered to your door Txt the word OK to No 88600 to claim 150pmsg EXP 30Apr
spam," lima doubtful eerily cumbersome boeotia
supervizagra 
ciaqlis
take it once and it lasts all weekend  do not have
sex timed to a pill 
choose the moments when you want to have intimacy 
ciaslis acts
quicker  about 20 minutes  and last much
longer  about 2  3 days  with no side effh
ect 
the cheapest price 
geet it now 
rem at www   com
dell allan hoffman vintage abigail nonetheless basophilic ginger beep triune
apogee scramble passe benedict withstood polymorph doleful ucla administrate amsterdam annulling passe
coma chemise chamois inaccessible vail wardrobe cascara stimulus vertebral bezel wordy debris media thereof occupy cavil mailbox chase bennington dominion
gunshot burly jalopy epitaph continuation bellum cooperate consistent advantage selectman portal mizar congolese desideratum cede ethel poetic cummins bitwise vacuous acrid immaterial viscometer stuart
fragmentation indelicate algiers assist aldermen desire dishwasher spy hempstead accuse architectural anglophobia heretofore frame agrimony democrat tremulous consult
duck immune diphthong derek bistable clitoris desecrate johnson awl nuisance lady
ceramium actinide chute dredge martingale gatekeep emory stipend declaration cecropia boon diplomat uremia dortmund inconspicuous gigabit aflame amputate schottky anarch ballfield albany madonna feminism cognizable textron lunar dryden bisexual remember fluff
curricula encyclopedic socket fog invulnerable attempt caddy carborundum maximal jones charisma jockstrap
cinnabar comprehension comprehensible butane apropos conduit lin sunrise squeamish crude fealty rapacious doris permission egalitarian desecrater slump bergman seismography fortress milton storyboard epimorphism rawlinson childhood clump chivalry
worsen daniel gunfight toad bivariate rockland bridesmaid bootstrap plymouth newport explode militarism whose gates cretinous pretty molar halfway oppenheimer yon calder holmium who  ve authentic chive
bookend clockwise karen issuance analyst yaounde aristocratic catlike execute bolivar invert agenda turbine durward concert amplifier stickle rid mcconnell heathenish jug utter mudguard wigging fluorite earwig oscilloscope
hausdorff osprey chime carob cardamom chinch tuesday bolshevist maximal transmutation choreography crap
adversary depressive corrodible egress somerville incapacitate radcliffe glaciate austria graywacke crocodile grim mantlepiece baroque blackbody cleavage bashaw crotch quahog sorption mica
knapsack satellite vivacity elisabeth special cloven sand dilute bum derivate altar paraffin phosphine nucleic stripe merritt bernhard tau alphabetic douglass documentation category appeal thistledown duma obstetric aquila need
bladder drool turkey cormorant carton lie radiography cordial cuttlebone begotten bespeak eigenvector dora anastomosis ella cap cobol djakarta bandstop annette cationic baronet mandamus ashtray hanson manipulable shag shantung
billion bethought hap bogus decompile erik efficient intemperance indochinese whitehead quietus anvil climb dixieland stronghold lysine ilyushin arizona bodyguard convivial boon forklift cotman parallax gut pack palate locksmith pauline strike alexander
babel max climatology avocate contractor archfool laid wast daugherty santa structure soma disposal davenport appetite poodle gasoline malevolent roil account thorn myriad eave
spite hewett aeneas apparition towel corroborate quote batch hung reservation rutledge bayed valparaiso bronchial scarface famine laos menfolk grebe bucketfull christmas jonas epidermic
cashew myocardial sagging achromatic communicable knuckle affair tridiagonal colt wallace carven ferric bicameral wheezy gogh doldrums intervenor crawlspace dignitary appointee dairy maitre oratorio sleet freer handiwork history continuant abide
salve bourn leisure manitoba custodian altogether toni abode drapery information dragnet shill propensity audience rejoice craftsperson stefan ashman adamant hippy artichoke gottfried leonid revolutionary penates stow sing socratic caraway bistable lockwood gavin heterogamous denounce excuse ethnography dang architecture
winy gambia immortal cf ah elephantine dirac mausoleum betty atmospheric alleyway birefringent coeditor
alkene walkout centerpiece jetliner renoir wealthy alleviate arum cushing horsemen
whosoever ware bleach gyrocompass arson chimera arenaceous breath presbytery picket agitate crowley emotional arlington grainy arizona elide hostler beaux cameroun bicameral calorie platitudinous chorale taft avocate spontaneous dactylic selkirk kin keyboard hertz
larkin hobbs elkhart redstone rydberg cadmium bridge edifice decisive architecture servitude ludwig mainland swung airport stella fete cogitate tappet cecil tease devise
competitive crossbar desegregate mutuel bacillus ninefold uptown develop causate lugging except technion blaze conjuncture acolyte adieu compote muse numinous bequest turnaround jacobus yardage demonstrate headwind dandy intervene rainfall despond hillbilly clinch syllabi bezel cochineal
blade staph czarina superior munich camouflage ku shannon grayish ascribe declarator quiet lordosis clarify benight throat wristband issuance algiers blatz carbide elision bout gratitude neve termite isfahan deal
anaerobic peripheral declaim junctor appleby nosebleed ratify gallivant eleanor jonas percussive airborne
cohort centaur bee lesson brandywine sari calder cluster quezon cordage triune bolivar target alkaline roughish faa velar homology spherule discrete alliterate quo horseplay alia transport air cowbell dilute honeywell conveyance thompson biometry petrochemical hicks oratoric humerus longfellow drainage bitwise
many lacuna binge brokerage intrigue conducive accrual hydra carr schlieren grumble gander now commiserate drophead debussy hollyhock hothead cattle fetal narcissism dominic contrast harriet horsehair null house
"
ham,No Thank you Youve been wonderful
ham,Whatever juliana Do whatever you want
ham,Why you Dint come with us
ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  ltgt  dollars
ham,Dont look back at the building because you have no coat and i dont want you to get more sick Just hurry home and wear a coat to the gym
spam,Someone U know has asked our dating service 2 contact you Cant Guess who CALL 09058091854 NOW all will be revealed PO BOX385 M6 6WU
ham,I should add that I dont really care and if you cant I can at least get this dude to fuck off but hey your money if you want it
ham,Feb  ltgt  is I LOVE U day Send dis to all ur VALUED FRNDS evn me If 3 comes back ull gt married d person u luv If u ignore dis u will lose ur luv 4 Evr
ham,Great I was getting worried about you Just know that a wonderful and caring person like you will have only the best in life Know that u r wonderful and Gods love is yours
spam,You have won a Nokia 7250i This is what you get when you win our FREE auction To take part send Nokia to 86021 now HGSuite3422Lands RowW1JHL 16
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart HAPPY BIRTHDAY dear
spam,Freemessage JamsterGet the crazy frog sound now For poly text MAD1 for real text MAD2 to 88888 6 crazy sounds for just 3 GBPweek 16only TCs apply
ham,This phone has the weirdest auto correct
ham,Full heat pa i have applyed oil pa
ham,Oh Howda gud gud Mathe en samachara chikku
ham,When u love someone Dont make them to love u as much as u do But Love them so much that they dont want to be loved by anyone except you Gud nit
ham,Lil fever now fine
spam,XCLUSIVECLUBSAISAI 2MOROW 285 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARISFREE ROSES 2 ALL LADIES  info 0794674629107880867867 
ham,Come round its  
ham,Okay but i thought you were the expert
ham,I forgot 2 ask  all smth Theres a card on da present lei How  all want 2 write smth or sign on it
ham,Yup he msg me is tat yijue Then i tot its my group mate cos we meeting today mah Im askin if  leaving earlier or wat mah cos mayb  haf to walk v far
ham,Daddy shu shu is looking 4 u U wan me 2 tell him ure not in singapore or wat
spam," stockalert  investors need to know
get canm  ob first thing monday  this is going to explode 
otcbb  canm  caneum inc 
current  price   1  55 get it now 
speculative target  price in next 3  5 days   2  45  2  70
speculative target  price in next 10 days   3  15
before we start with the profile of canm we would like
to mention something very important  there is a big pr
campaign starting on monday  and it will go all week
so it would be best to get in first thing monday morning 
             company profile                 
otcbb  canm  caneum inc 
symbol  canm  ob
current price   1  55
speculative target  price in next 3  5 days   2  45  2  70
speculative target  price in next 10 days   3  15
how many times have you seen good stocks but you couldn  t
get your hands on them in the right moment  we are alerting
you to a special company with a unique product that is set
to be profiled by many newsletters in the next 5  10 days
  this is your chance to get in 
             company profile                 
about the company              
headquartered in newport beach  california  caneum is a provider of business
process and information technology outsourcing products and services across
vertical industries including technology  energy  government 
transportation  financial services  education and healthcare  it provides a
suite of business planning and strategy capabilities to assist companies
with their  make versus buy  decisions in the areas of data  network 
product development  product maintenance and customer support 
in parallel  caneum is opportunistically pursuing an accretive outsourcing
consolidation strategy to complement its core business and accelerate its
organic growth by identifying and acquiring mature  quality outsourcing
companies with sound financials  intriguing products and services  a loyal
customer base and talented management teams that have a passion for what
they are doing and want to continue running and growing their organizations 
read this legal info below
                         
information within this email contains forward looking statements within
the meaning of section 27 a of the securities act of 1933 and section 21 b of
the securities exchange act of 1934  any statements that express or involve
discussions with respect to predictions  goals  expectations  beliefs 
plans  projections  objectives  assumptions or future events or performance
are not statements of historical fact and may be forward looking
statements  forward looking statements are based on expectations  estimates
and projections at the time the statements are made that involve a number of
risks and uncertainties which could cause actual results or events to differ
materially from those presently anticipated  forward looking statements in
this action may be identified through the use of words such as  projects 
foresee  expects  estimates  believes  understands will  part
of  anticipates  or that by statements indicating certain actions may 
could  or might occur  all information provided within this email
pertaining to investing  stocks  securities must be understood as
information provided and not investment advice  emerging equity alert
advises all readers and subscribers to seek advice from a registered
professional securities representative before deciding to trade in stocks
featured within this email  none of the material within this report shall be
construed as any kind of investment advice  please have in mind that the
interpretation of the witer of this newsletter about the news published by
the company does not represent the company official statement and in fact
may differ from the real meaning of what the news release meant to say  look
the news release by yourself and judge by yourself about the details in
it 
in compliance with section 17  b   we disclose the holding of 60 000 canm
shares prior to the publication of this report  be aware of an inherent
conflict of interest resulting from such holdings due to our intent to
profit from the liquidation of these shares  shares may be sold at any time 
even after positive statements have been made regarding the above company 
since we own shares  there is an inherent conflict of interest in our
statements and opinions  readers of this publication are cautioned not to
place undue reliance on forward  looking statements  which are based on
certain assumptions and expectations involving various risks and
uncertainties  that could cause results to differ materially from those set
forth in the forward  looking statements 
please be advised that nothing within this email shall constitute a
solicitation or an invitation to get position in or sell any security
mentioned herein  this newsletter is neither a registered investment advisor
nor affiliated with any broker or dealer  this newsletter was paid  21400
from third party to send this report  all statements made are our express
opinion only and should be treated as such  we may own  take position and
sell any securities mentioned at any time  this report includes
forward  looking statements within the meaning of the private securities
litigation reform act of 1995  these statements may include terms as
expect  believe  may  will  move  undervalued  speculative
target price and intend or similar terms 
"
spam,New Mobiles from 2004 MUST GO Txt NOKIA to No 89545  collect yours today From ONLY 1 www4tcbiz 2optout 08718726270150gbpmtmsg18 TXTAUCTION
ham,The hair cream has not been shipped
spam," re  kqttnvk  to bear their
banned cd  government don  t want me to sell it  see now 
indirect obvious roebuck soma cornfield crane wattage ir collier stork brunt transcendental leathery burnside heighten planoconvex coordinate juju marlborough proposal allot janos artifice sturbridge darlene break
tremulous arbitrage conjugacy catalogue casework auditor capillary diffractometer millionth osteopath honeymoon prexy jed haggle pang subtlety eight dominick harmon earsplitting extrude arcadia glutamate memphis frescoes cave psychoacoustic cashmere nubile diffusive binary
"
ham,Message from  I am at Truro Hospital on ext You can phone me here as I have a phone by my side
spam," notification of bequest
from  dr  abdul kareem
kareem co   solicitors advocates 
 34 akin osiyemi  ikeja  lagos nigeria 
tel  234  80  33792343
 ab  karol  fastermail  com 
notification of bequest
this is sequel to your non response of our earlier
letter to you on behalf of the trustees and executors
to the will of late of sir engr  john scott  ksm  
i wish to notify you that you were listed as a
beneficiary to the bequest of the sum of us  3  100  000
 three million one hundred thousand us dollars  in the
codicil and last testament of the deceased  the late
sir engr  john scott until his death was a former
managing director and pioneer staff of a big
construction company  julius berger  here in nigeria 
he was a very dedicated christian and a great
philanthropist during his life time 
late sir john scott died on 9 th february 2002 at
the age of 68  he was buried on the 23 rd of february 
late sir john scott even though he was an american
living and working in here as a foreigner he requested
before his death that he be buried here in his words 
i regard here as my home and the people as my
people  he said that this token is to support your
ministry and help to the less  privilegded  i hereby
request that you forward any proof of identities of
yours  your current telephone and fax numbers and your
forwarding address in this private mail box  ab  karol  fastermail  com  to enable us file necessary
documents at our high court probate division for the
release of this bequest of money 
congratulations  yours faithfully 
dr abdul kareem  san 
"
ham,Lol grr my mom is taking forever with my prescription Pharmacy is like 2 minutes away Ugh
spam,Adult 18 Content Your video will be with you shortly
ham,I wont touch you with out your permission
ham,Dude got a haircut Now its breezy up there
ham,And by when youre done I mean now
ham,Every mondaynxt week vl be completing
ham,Good afternoon my love  Any job prospects  Are you missing me  What do you do  Are you being lazy and bleak hmmm  Or happy and filled with my love 
ham,Painful words I thought being Happy was the most toughest thing on Earth But
ham,Got smaller capacity one Quite ex
ham,Send me your resume
spam," this 12 minute movie will change your life  daughter
equilibrate in tmt the ketchup of glade diagnoses but bout 
economist in coyote or swamp but 228568242 is nutmeg of gloria
find out how i turned  12  50 into  3  575 in only 8 days  it was
easy  and i didn  t call anyone 
people are taking the challenge all over the world and it results in a
new member every 4 minutes     24  7 
copy and paste the below link 
http    211  158  15  60  jpl 
here are points you won  t see in the movie 
 this can help anyone with any program 
 i  m personally averaging 12 referrals per day 
 i haven  t had to call one single person 
 over 200 joined my team in just one day 
 someone joins every 4 minutes  24  7 
 i  m getting emails from people who  ve never made money before
who are in the profit quickly with this program 
don  t miss this one  i really believe anyone who can  t make money
with this should reallyjust give up networking 
this is way too easy  you only show themovie to as many as you
can and start collecting 
copy and paste the below link 
http    211  158  15  60  jpl 
 you can make money or excuses     not both  
if you received this message in error or if you wish to be removed from
our mailing list  http    66  78  254  cgi  bin  rem  myr  cgi  dir  msu
this is a commercial adbahadur opt  in marketingmall road 
kathmandu 216574588 nepal
appliance is 327430308 of sommerfeld
the psychophysiology in dishwasher or impious if mollify is prompt
where absenteeism is figurate is elephantine in fruitful
sonoma it harvard is mambo on 403815365 if 542862889 or baseboard
"
ham,I place all ur points on e cultures module already
ham,Sorry Ill call later
ham,Great P diddy is my neighbor and comes for toothpaste every morning
ham,Ok
spam,GSOH Good with SPAM the ladiesU could b a male gigolo 2 join the uks fastest growing mens club reply ONCALL mjzgroup 087143423992stop reply STOP msg150rcvd
spam,FREERingtone Reply REAL or POLY eg REAL1 1 PushButton 2 DontCha 3 BabyGoodbye 4 GoldDigger 5 WeBeBurnin 1st tone FREE and 6 more when u join for 3wk
ham,Love it The girls at the office may wonder why you are smiling but sore
ham,I know you are Can you pls open the back
spam,Hello darling how are you today I would love to have a chat why dont you tell me what you look like and what you are in to sexy
ham,I think that tantrums finished so yeah Ill be by at some point
ham,Hey babe I saw you came online for a second and then you disappeared what happened 
ham,So wats da decision
ham,Are you willing to go for apps class
ham,And how you will do that princess 
spam," keep your memories alive with a free canon digital camera 
"
ham,Your brother is a genius
ham,My sister in law hope you are having a great month Just saying hey Abiola
spam,Urgent call 09066649731from Landline Your complimentary 4 Ibiza Holiday or 10000 cash await collection SAE TCs PO BOX 434 SK3 8WP 150ppm 18
spam,REMINDER FROM O2 To get 250 pounds free call credit and details of great offers pls reply 2 this text with your valid name house no and postcode
ham,That one week leave i put know that time Why
ham,How much it will cost approx  Per month
spam," online pharmacy  v i a g r a and other meds 
no doctor visit needed  safe  private and easy 
i don  t like emails 
"
ham,Sorry Ill call later
ham,So gd got free ice cream I oso wan
ham,I know a few people I can hit up and fuck to the yes
ham,It has everything to do with the weather Keep extra warm Its a cold but nothing serious Pls lots of vitamin c
spam,LORD OF THE RINGSRETURN OF THE KING in store NOWREPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate Reply STOP to end txts
ham,Are you still getting the goods
ham,So the sun is anti sleep medicine
ham,Tick tick tick  Where are you  I could die of loneliness you know  pouts stomps feet I need you 
spam,Moby Pub QuizWin a 100 High Street prize if u know who the new Duchess of Cornwall will be Txt her first name to 82277unsub STOP 150 008704050406 SP
ham,Are your freezing  Are you home yet  Will you remember to kiss your mom in the morning Do you love me  Do you think of me  Are you missing me yet 
ham,its still not working And this time i also tried adding zeros That was the savings The checking is  ltgt 
ham,If i let you do this i want you in the house by 8am
spam," cheap online drugs here
manley recur anteater bey cohomology argumentation leapt childhood
medications from the comfort of our home 
simple  quick and affordable 
we deliver quality medications to your door 
stop getting brochures here
inheritor caiman bourbaki airplane eavesdropping char forth
"
ham,The affidavit says  ltgt  E Twiggs St division g courtroom  ltgt  ltTIMEgt  AM Ill double check and text you again tomorrow
ham,Should I tell my friend not to come round til like  ltgt ish
ham,Don knowthis week im going to tirunelvai da
ham,Love you aathilove u lot
ham,Jus finish my lunch on my way home lor I tot u dun wan 2 stay in sch today
ham,Aiyo please  got time meh
ham,Thank you baby I cant wait to taste the real thing
ham,Sorry me going home first Daddy come fetch  later
spam,Congrats 1 year special cinema pass for 2 is yours call 09061209465 now C Suprman V Matrix3 StarWars3 etc all 4 FREE bx420ip45we 150pm Dont miss out
spam,"  iceoe aoauau oauei ie caue aoe  ei
 
    
  
   
   
 
      
  

"
ham,Do you like Italian food
ham,Yeah just open chat and click friend lists Then make the list Easy as pie
ham,Ok no prob Ill come after lunch then
ham,Don knowhe is watching film in computer
